Тест;Тегов;Период(мс);Время(сек);Пакетов;Записей;Время_общее(мс);Скорость(зап/сек);Среднее_время(мс);Превышение;Мин время записи;Макс время записи;Средневадратичное
1;10000;1000;;;;;0;;НЕТ;;;
